Review_Text,Review_Rating,Sentiment Class
I love these shoes ,5,Positive
They are cut a little big so I dropped down a half size and they fit great,5,Positive
Love these shoes .. Have gotten so many compliments and for the price  ,5,Positive
go a regular size up .,5,Negative
good shoe fit as expected,5,Positive
These will spoil you with their level of comfort ; it 's hard to go back to another shoe after wearing these .,5,Positive
Good bang for your buck .,5,Positive
which is a waxy water resistant sealer and leather softener,5,Positive
Theyhowever are not perfect for cold temps for long periods of time .,5,Negative
Great fit - very comfortable shoe ,5,Positive
I went to a pair of Asics Gel Cumulus 17 and started having trouble with shins and stability .,5,Negative
great fit and comfort .,5,Positive
Great support while lifting with great short distance running cushion .,5,Positive
These shoes seem a brighter white than others I have purchased from different places over the years .,5,Positive
Wear them everyday without any complaints .,5,Positive
Perfect my 13 year old loves them .,5,Positive
Great looking shoe but I needed a wider with,5,Positive
even though they looked to narrow for my foot .,5,Negative
Used them so far in two obstacle races and they worked great do n't regret purchasing them .,5,Positive
ASICS always fit and are very comfortable .,5,Positive
First pair of running shoes I 've purchased in quite a while so I do n't have much to compare them too but they fit well,5,Positive
biking or general daily work wear .,5,Neutral
Very light but good support for workouts,5,Positive
I fit an enormous 12 or 12.5 or 13 cause every brand decides to make their shoes weird sizes but that ’s not the point .,5,Positive
These shoes seem to be true to size . I have a short - wide foot .,5,Positive
so it conforms to terrain deviations better .,5,Positive
The shoes arrived and they fit perfectly .,5,Positive
Now that I am olderI am pretty happy if I get in 20 - 25 miles a week .,5,Positive
Very comfortable,5,Positive
They are very light and fit perfectly .,5,Positive
I bought the red pair they look just like the picture and fit just like the Ride 6 .,5,Positive
tie stores better on these v other Salomon shoes I 've had .,5,Positive
My 35-year - old nephew who is a serious marathon and ironman competitor said the Minimus design provides the most unhindered yet supportive and the right amount of gripping force for maximum running performance .,5,Positive
Better than what I expected .,5,Positive
was impressed with the color scheme and came pattern,5,Positive
most dirt and stains come right off .,5,Positive
These Skecher Sneakers size 13 fit perfect .,5,Positive
Super light . Have tried on run very comfort .,5,Positive
for the price they are great .,5,Positive
It 's loosened a littleand feels great now .,5,Positive
I 'm buying a second pair . * * *,5,Positive
Great shoe ... 4th pair .. I think ...,5,Positive
There is no better shoe for standing on yoour feet all day or walking than a good New Balance shoe .,5,Positive
I bought the White / Silver / Black Jordan 's in size 11 as a Christmas present for my nephew .,5,Positive
Lots of compliments on the cool looking blue color ,5,Positive
Look great,5,Positive
So always order a size up .,5,Negative
Only wish that it had more color .,5,Negative
I highly recommend New Balance 990s .,5,Positive
Regardlessa great pair of shoes and am happy I went with the blue .,5,Positive
They are comfortable and durable .,5,Positive
I recommend these shoes to anyone who thinks of buying them ...,5,Positive
amazing best shoe i ever had,5,Positive
Love the black and red combo so 5 stars,5,Positive
I can emphatically say THEY ARE DURABLE as well as light - weight COMFORTABLE ,5,Positive
do n't get too soggy in the rain / mud,5,Positive
I also underpronate ( or supinate ) when I walk so I spent quite a bit of time researching a shoe to fit my needs .,5,Positive
Great product smooth comfortable for walking and running and weight lifting .,5,Positive
for the price i did n't think they were real but they are very happy,5,Positive
I suffer from Plantars Faciitus and my feet feel great during and after workout .,5,Positive
"This is the fourth or fifth pair of Saucony "" Guide "" style shoe I have owned .",5,Positive
( wish they have a width option unfortunately,5,Negative
Love the availability of wide sizes very comfortable .,5,Positive
You wo n't be disappointed,5,Positive
fit and comfort .,5,Positive
Great shoes .. fit as expected .,5,Positive
Highly recommended :D,5,Positive
These are awesome shoes Very lightweight and comfortable ,5,Positive
Shoes feel great,5,Positive
Even these do n't come in widethe toe box is wide even that my toes are not cramped .,5,Positive
I broke my ankle and needed to have proper heel support and comfort through my daily walking .,5,Positive
great shoes for working out and for walking,5,Positive
Too soon to tell longevity of shoes ( the adhesive durability of sole ) . stunning design and color scheme .,5,Positive
These are the most comfortable running shoes I have found .,5,Positive
I ran 6 miles out of the box with 1400 ft of elevation change on really rock terrain and I was honestly amazed at how great they felt very light and stable .,5,Positive
Do n't expect to go on long runs or anything TOO active,5,Negative
Great shoes highly recommend .,5,Positive
They are comfortable and good looking,5,Positive
just received a few days ago . tried them on and they fit great very comfortable . saving them for vacation,5,Positive
Most comfortable,5,Positive
I also bought two more of these in beige,5,Positive
Thank goodness for the New Balance company,5,Positive
I thought these were strange looking and felt like walking in a bouncy house .,5,Positive
Super light and breathable .,5,Positive
always nice fit .,5,Positive
light weight good support Confortable,5,Positive
I love this shoe but it was expensive .,5,Positive
Same shoes on Amazon were in stock and cheaper .,5,Positive
Sole hard wearing - longest of other brands ( Asics and Mizuno ) and upper wears very well with no holes .,5,Positive
When i first tried them on i thought they were going to be too small .,5,Positive
Very comfortable .,5,Positive
Very comfortable shoes .,5,Positive
I 'm ready to participate in my 3rd Tough Mudder ,5,Positive
Overall still a great pair of shoes just keep in mind when sizing you may have to go down .5 size With that said the cushioning on this new improved is much improved feeling more like a trainer than a racing shoes as the original version started out .,5,Positive
Great fit and durability,5,Positive
I like the lightness of the shoe and the padding feels good as a mid foot striker .,5,Positive
Good alternative to wide New Balance shoes .,5,Positive
I have flat feet and these shoes are great .,5,Positive
Comfortable shoes nice fit,5,Positive
Fast shipping and amazing shoes,5,Positive
Excellent Quality for a very good price,5,Positive
True to sizeand great quality .,5,Positive
Tried the memory foam stylenot good for me .,5,Negative
My husband constantly comments on how great these shoes feel and he is not easily pleased .,5,Positive
I 'll probably order another pair as these fit like a glove .,5,Positive
Much better than Nikes,5,Positive
I put these on and hey felt like heaven on my feet .,5,Positive
I 'm normally crazy for Under Armour products .,5,Positive
The Adidas Kanadia 7 is great because they are not super thin and light weight like some running shoes .,5,Positive
Seller was fast and performed as expected .,5,Positive
they are equally fit perfect . I just hope Amazon give me more choices and styles of Mizuno sneakers in wide width .,5,Positive
